client_num;customer_age;gender;dependent_count;education_level;marital_status;state_cd;zipcode;car_owner;house_owner;personal_loan;contact;customer_job;income;cust_satisfaction_score;card_category;annual_fees;activation_30_days;customer_acq_cost;week_start_date;week_num;qtr;current_year;credit_limit;total_revolving_bal;total_trans_amt;total_trans_vol;avg_utilization_ratio;use_chip;exp_type;interest_earned;delinquent_acc
718060983;33;M;1;Uneducated;Married;FL;91750;no;yes;no;telephone;White-collar;150361;1;Blue;480;0;162;02-07-2023;Week-27;Q3;2023;3423;2186;14037;120;0.639;Chip ;Food;1684.44;0
718063083;46;M;3;Graduate;Unknown;NJ;91750;yes;no;no;telephone;Businessman;76235;2;Blue;430;0;83;02-07-2023;Week-27;Q3;2023;6500;2025;4738;82;0.312;Swipe ;Entertainment;284.28;0
718064283;65;M;1;Graduate;Single;CA;91750;yes;yes;no;cellular;Selfemployeed;14975;2;Blue;200;0;83;02-07-2023;Week-27;Q3;2023;11501;713;1481;41;0.062;Swipe ;Entertainment;192.53;0
718065333;48;F;4;Graduate;Single;CA;91750;no;no;no;cellular;White-collar;40910;3;Blue;125;1;107;02-07-2023;Week-27;Q3;2023;2385;1971;3711;81;0.826;Swipe ;Food;927.75;0
718067658;38;F;2;Uneducated;Single;CA;91750;yes;no;no;cellular;Businessman;54201;5;Blue;220;0;91;02-07-2023;Week-27;Q3;2023;3998;0;4223;79;0;Swipe ;Entertainment;1097.98;0
718068933;43;F;1;Uneducated;Married;TX;91750;no;no;yes;cellular;White-collar;22626;3;Blue;150;1;68;02-07-2023;Week-27;Q3;2023;5750;1521;2155;61;0.265;Swipe ;Bills;193.95;0
718071933;56;M;3;Uneducated;Married;NJ;91750;no;no;no;cellular;Businessman;223710;3;Platinum;320;1;71;02-07-2023;Week-27;Q3;2023;4158;1889;15842;130;0.454;Chip ;Fuel;3009.98;0
718072758;52;F;2;Unknown;Single;TX;91750;yes;no;yes;cellular;Retirees;48097;3;Blue;395;0;93;02-07-2023;Week-27;Q3;2023;3173;2517;4030;73;0.793;Chip ;Bills;443.3;0
718076733;46;F;3;Graduate;Single;NJ;91750;yes;no;yes;unknown;Govt;34758;5;Silver;175;1;92;02-07-2023;Week-27;Q3;2023;25824;1170;3101;73;0.045;Chip ;Bills;248.08;0
718078008;35;M;3;Graduate;Single;FL;91750;no;no;yes;cellular;White-collar;104160;3;Blue;460;0;78;02-07-2023;Week-27;Q3;2023;20304;0;7494;85;0;Swipe ;Grocery;1498.8;0
718080558;52;M;1;Graduate;Married;CA;91750;no;no;no;unknown;Govt;116957;5;Blue;200;0;158;02-07-2023;Week-27;Q3;2023;4720;0;8798;67;0;Chip ;Travel;615.86;0
718082208;52;F;3;Unknown;Single;NY;91750;yes;no;no;unknown;Selfemployeed;14975;3;Blue;415;0;54;02-07-2023;Week-27;Q3;2023;6469;2351;1717;50;0.363;Swipe ;Bills;480.76;0
718083483;42;F;2;Graduate;Married;NY;91750;no;yes;yes;cellular;Blue-collar;21362;3;Blue;445;1;106;02-07-2023;Week-27;Q3;2023;6218;2134;2086;50;0.343;Swipe ;Bills;271.18;0
718086783;48;M;5;Uneducated;Single;CA;91750;no;no;no;cellular;Govt;76210;2;Blue;245;0;90;02-07-2023;Week-27;Q3;2023;13478;0;4738;56;0;Swipe ;Fuel;947.6;0
718088133;44;F;4;Post-Graduate;Unknown;CA;91750;no;yes;no;cellular;Blue-collar;18095;3;Blue;245;1;109;02-07-2023;Week-27;Q3;2023;2348;1061;1901;27;0.452;Chip ;Fuel;323.17;0
718090233;46;F;2;High School;Single;NY;91750;yes;no;no;unknown;Selfemployeed;32612;5;Blue;455;1;90;02-07-2023;Week-27;Q3;2023;10016;1872;2804;37;0.187;Swipe ;Food;532.76;0
718093233;54;F;3;Doctorate;Unknown;FL;91750;yes;yes;no;cellular;Blue-collar;12179;3;Blue;245;1;102;02-07-2023;Week-27;Q3;2023;2163;0;1349;47;0;Swipe ;Bills;134.9;0
718096608;55;F;0;High School;Married;NY;91750;no;no;yes;cellular;White-collar;144293;3;Blue;300;1;103;02-07-2023;Week-27;Q3;2023;6882;1930;13836;113;0.28;Swipe ;Food;3735.72;0
718100808;51;M;3;Post-Graduate;Married;IA;91750;no;no;no;cellular;Businessman;103374;2;Gold;140;1;46;02-07-2023;Week-27;Q3;2023;15987;2065;7395;100;0.129;Swipe ;Bills;2070.6;0
718102758;51;M;1;Unknown;Married;CA;90025;yes;no;no;cellular;White-collar;150687;3;Blue;300;0;150;02-07-2023;Week-27;Q3;2023;3175;1116;14071;101;0.351;Swipe ;Fuel;2110.65;0
718103733;51;M;3;Graduate;Married;NY;91750;no;no;no;cellular;Govt;55266;2;Blue;480;1;113;02-07-2023;Week-27;Q3;2023;2934;933;4253;66;0.318;Swipe ;Fuel;723.01;0
718108758;36;M;3;Graduate;Married;CA;91750;no;no;no;cellular;Blue-collar;67751;3;Blue;175;0;75;02-07-2023;Week-27;Q3;2023;6039;1759;4538;86;0.291;Online ;Entertainment;816.84;0
718109808;39;M;3;Unknown;Single;CA;91750;yes;no;no;cellular;Govt;70329;3;Blue;245;1;79;02-07-2023;Week-27;Q3;2023;5597;1118;4599;89;0.2;Online ;Fuel;827.82;0
718110858;54;F;4;High School;Single;CA;91750;yes;no;no;unknown;White-collar;30978;3;Blue;175;1;81;02-07-2023;Week-27;Q3;2023;1606;0;2628;41;0;Chip ;Food;683.28;0
718113633;36;M;1;Graduate;Married;FL;91750;no;yes;yes;cellular;White-collar;100225;3;Blue;270;0;107;02-07-2023;Week-27;Q3;2023;34516;0;5603;56;0;Swipe ;Fuel;1344.72;0
718115733;47;F;2;Graduate;Single;CA;91750;no;no;no;telephone;Selfemployeed;14975;2;Blue;175;0;87;02-07-2023;Week-27;Q3;2023;9037;1544;1627;27;0.171;Swipe ;Bills;227.78;0
718116933;45;M;4;Graduate;Married;TX;91750;no;no;no;cellular;Selfemployeed;74748;3;Blue;360;0;93;02-07-2023;Week-27;Q3;2023;1438.3;630;4704;79;0.438;Swipe ;Fuel;423.36;0
718121658;49;F;4;Uneducated;Married;TX;91750;no;yes;no;cellular;Selfemployeed;1250;2;Blue;200;0;57;02-07-2023;Week-27;Q3;2023;1704;0;660;17;0;Swipe ;Bills;191.4;0
718123608;32;F;1;Unknown;Single;FL;91750;yes;no;no;cellular;Businessman;234773;3;Silver;435;1;85;02-07-2023;Week-27;Q3;2023;25438;1907;16485;104;0.075;Swipe ;Bills;3626.7;0
718127958;56;F;1;Uneducated;Unknown;FL;91750;no;no;no;cellular;Businessman;52564;5;Blue;345;1;90;02-07-2023;Week-27;Q3;2023;9097;1656;4174;85;0.182;Chip ;Fuel;292.18;0
718133733;39;M;1;Graduate;Unknown;TX;91750;no;yes;no;cellular;Govt;50271;5;Blue;410;1;80;02-07-2023;Week-27;Q3;2023;7317;1540;4100;76;0.21;Swipe ;Entertainment;246;0
718136283;48;F;1;High School;Married;NJ;91750;no;yes;no;unknown;Selfemployeed;14975;3;Blue;125;1;118;02-07-2023;Week-27;Q3;2023;22103;1515;1541;29;0.069;Online ;Entertainment;416.07;0
718137183;57;M;3;Uneducated;Married;NY;91750;no;yes;yes;unknown;Retirees;98706;3;Blue;200;0;51;02-07-2023;Week-27;Q3;2023;3331;2251;5379;92;0.676;Chip ;Bills;1506.12;1
718140783;44;F;3;Unknown;Single;NJ;91750;no;no;no;unknown;Businessman;239791;3;Platinum;125;1;80;02-07-2023;Week-27;Q3;2023;10585;1749;18484;108;0.165;Chip ;Travel;1478.72;1
718141983;47;M;5;High School;Single;FL;91750;no;no;no;cellular;Govt;95388;2;Blue;245;1;92;02-07-2023;Week-27;Q3;2023;1883;1295;5187;89;0.688;Chip ;Fuel;414.96;1
718142958;47;M;4;Graduate;Single;NJ;91750;yes;no;no;cellular;Govt;100347;2;Blue;335;1;120;02-07-2023;Week-27;Q3;2023;21839;960;5623;94;0.044;Swipe ;Fuel;955.91;1
718146258;40;M;4;Post-Graduate;Single;CA;91750;yes;yes;yes;cellular;Govt;41221;2;Blue;430;0;105;02-07-2023;Week-27;Q3;2023;1959;0;3737;71;0;Chip ;Entertainment;224.22;1
718147233;43;M;4;Graduate;Single;NJ;91750;yes;no;yes;cellular;Govt;89348;3;Blue;365;0;96;02-07-2023;Week-27;Q3;2023;4553;1538;4999;95;0.338;Swipe ;Grocery;949.81;1
718148358;47;F;3;Unknown;Unknown;CA;91750;no;yes;no;cellular;Retirees;27642;3;Blue;200;0;48;02-07-2023;Week-27;Q3;2023;1572;0;2447;41;0;Online ;Travel;636.22;0
718152333;47;F;2;High School;Single;NY;91750;yes;no;no;unknown;White-collar;39304;3;Blue;330;1;160;02-07-2023;Week-27;Q3;2023;2246;0;3607;51;0;Swipe ;Entertainment;721.4;0
718153233;39;F;2;Graduate;Married;TX;91750;no;no;yes;cellular;Blue-collar;41731;3;Blue;370;1;85;02-07-2023;Week-27;Q3;2023;23512;1562;3764;60;0.066;Swipe ;Food;978.64;0
718160358;59;F;0;Unknown;Single;TX;91750;no;yes;no;unknown;Retirees;28455;3;Blue;465;1;110;02-07-2023;Week-27;Q3;2023;1438.3;0;2492;35;0;Chip ;Bills;722.68;0
718161708;57;F;2;Graduate;Married;TX;91750;no;yes;no;cellular;Businessman;189273;3;Blue;355;1;118;02-07-2023;Week-27;Q3;2023;7562;1500;14908;100;0.198;Chip ;Travel;3130.68;0
718162908;61;F;0;Graduate;Married;CA;91750;no;no;no;cellular;Retirees;14901;3;Blue;420;0;48;02-07-2023;Week-27;Q3;2023;26101;614;1472;48;0.024;Swipe ;Fuel;147.2;0
718163808;54;M;2;Graduate;Single;IA;91750;no;no;no;cellular;Selfemployeed;79283;3;Blue;150;1;68;02-07-2023;Week-27;Q3;2023;11309;0;4809;71;0;Chip ;Food;865.62;0
718164858;48;M;3;Post-Graduate;Single;FL;91750;yes;no;no;cellular;Govt;72384;2;Blue;295;1;41;02-07-2023;Week-27;Q3;2023;2021;1281;4642;97;0.634;Chip ;Entertainment;510.62;0
718165758;52;M;3;Unknown;Single;NY;91750;no;yes;no;cellular;White-collar;99517;2;Blue;465;0;88;02-07-2023;Week-27;Q3;2023;2413;1627;5466;85;0.674;Swipe ;Food;491.94;0
718170033;37;F;0;Doctorate;Married;FL;91750;no;yes;no;cellular;Businessman;225868;2;Silver;100;1;84;02-07-2023;Week-27;Q3;2023;8348;0;15905;111;0;Chip ;Travel;3976.25;0
718171308;39;F;1;Graduate;Unknown;CA;91750;no;no;yes;unknown;Retirees;28697;3;Blue;250;1;80;02-07-2023;Week-27;Q3;2023;1984;0;2506;46;0;Chip ;Bills;501.2;0
718174908;54;F;3;Uneducated;Single;CA;91750;no;no;no;telephone;Blue-collar;14534;3;Blue;475;1;111;02-07-2023;Week-27;Q3;2023;4224;2417;1458;29;0.572;Swipe ;Entertainment;277.02;0
718178583;42;M;4;Unknown;Married;FL;91750;no;no;no;cellular;Selfemployeed;73220;3;Blue;150;1;113;02-07-2023;Week-27;Q3;2023;4710;1604;4663;78;0.341;Swipe ;Fuel;606.19;0
718181433;27;F;0;High School;Single;CA;91750;no;no;no;unknown;Selfemployeed;31496;5;Blue;220;0;108;02-07-2023;Week-27;Q3;2023;8705;1453;2688;88;0.167;Swipe ;Entertainment;376.32;0
